684000,673000

3410000,3430000,673000
6149000,6169000,673000
1930000,1975000,673000
634000,659000,684000
726000,736000,684000
758000,768000,684000
791000,821000,684000
869000,894000,684000
954000,964000,684000
1166000,1186000,684000
1570000,1580000,684000
1597000,1606000,684000
2010000,2025000,684000
6047000,6067000,684000
